Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,target,tenure_ratio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
35,1017,6,4,2,6646,1,13,17,3,17,11,11,8,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,1296,6,3,3,7725,3,23,15,2,13,11,4,7,0,0.8666666666666667,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,397,19,4,3,10725,2,15,16,1,9,7,7,1,0,0.5625,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
36,913,9,2,2,8847,2,11,13,2,3,2,0,2,0,0.23076923076923078,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
27,1115,3,4,1,2045,0,13,5,0,4,2,1,1,0,0.8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
20,1362,10,1,4,1009,1,11,1,5,1,0,1,1,1,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
33,1076,3,3,1,3348,1,11,10,3,10,8,9,7,1,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
35,727,3,3,3,1281,1,18,1,3,1,0,0,0,0,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
23,885,4,3,1,2819,2,16,5,3,3,2,0,2,0,0.6,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25,810,8,3,4,4851,0,22,4,4,3,2,1,2,0,0.75,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,243,7,4,4,4028,0,20,8,2,7,7,0,5,0,0.875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,806,1,4,2,2720,1,18,10,5,10,7,2,8,0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
48,817,2,1,2,8120,3,12,12,3,2,2,2,2,0,0.16666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
27,1410,3,1,4,4647,1,20,6,3,6,5,0,4,0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37,1225,10,2,4,4680,3,17,4,2,1,0,0,0,0,0.25,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50,1207,28,1,4,3221,1,11,20,3,20,8,3,8,0,1.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
34,1442,9,3,4,8621,1,14,9,3,8,7,7,7,0,0.8888888888888888,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,693,3,2,1,4577,9,14,4,3,2,2,2,0,1,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,408,2,4,4,4553,1,11,20,4,20,7,11,10,0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
32,929,10,3,4,5396,1,12,10,2,10,7,0,8,0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
50,562,8,2,2,6796,3,14,18,4,4,3,1,3,1,0.2222222222222222,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
38,827,1,4,2,7625,0,13,10,4,9,7,1,8,0,0.9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27,608,1,2,3,7412,1,11,9,3,9,7,0,7,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
32,1018,3,2,3,11159,3,15,10,6,7,7,7,7,0,0.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47,703,14,4,4,4960,2,12,20,2,7,7,1,7,0,0.35,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
40,580,5,4,4,10475,5,21,20,2,18,13,1,12,0,0.9,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
53,970,7,3,3,14814,3,19,32,3,5,1,1,3,0,0.15625,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
41,427,10,4,2,19141,3,15,23,2,21,6,12,6,0,0.9130434782608695,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
60,1179,16,4,1,5405,8,14,10,1,2,2,2,2,0,0.2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27,294,10,2,4,8793,1,21,9,4,9,7,1,7,0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
41,314,1,3,4,19189,1,12,22,3,22,7,2,10,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
50,316,8,4,4,3875,7,15,4,2,2,2,2,2,0,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
28,654,1,2,1,2216,7,13,10,4,7,7,3,7,1,0.7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
36,427,8,3,1,11713,9,14,10,2,8,7,0,5,0,0.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38,168,1,3,3,7861,4,14,10,4,1,0,0,0,0,0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
44,381,24,3,1,3708,2,14,9,5,5,2,1,4,0,0.5555555555555556,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
47,217,3,3,4,13770,9,12,28,2,22,2,11,13,0,0.7857142857142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,501,27,5,3,5304,7,23,10,2,8,7,7,7,0,0.8,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
29,1396,10,3,3,2642,1,11,1,6,1,0,0,0,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
42,933,19,3,3,2759,6,12,7,2,2,2,2,2,1,0.2857142857142857,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43,775,15,3,4,6804,3,18,7,5,2,2,2,2,0,0.2857142857142857,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
34,970,8,2,2,6142,3,11,10,2,5,1,4,3,0,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,650,9,1,2,2500,1,14,5,2,4,3,0,2,0,0.8,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
39,141,3,3,3,6389,9,15,12,3,8,3,3,6,0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
56,832,9,3,3,11103,7,11,30,1,10,7,1,1,0,0.3333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,804,2,1,4,2342,0,20,5,2,4,2,2,3,0,0.8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
27,975,7,3,4,6811,8,19,9,2,7,6,0,7,0,0.7777777777777778,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,1090,10,3,4,2297,1,14,2,2,2,2,2,2,0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
53,346,6,3,4,2450,2,17,19,4,2,2,2,2,0,0.10526315789473684,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
35,1225,2,4,4,5093,2,11,16,2,1,0,0,0,0,0.0625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,430,24,4,1,5309,1,15,10,2,10,8,4,7,0,1.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
38,268,2,5,4,3057,6,13,6,0,1,0,0,1,0,0.16666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
34,167,8,5,2,5121,3,14,7,3,0,0,0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,621,3,4,3,16856,1,11,34,3,34,6,1,16,0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
33,527,1,4,4,2686,1,13,10,2,10,9,7,8,1,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
25,883,26,1,3,6180,1,23,6,5,6,5,1,4,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
45,954,2,2,2,6632,0,13,9,3,8,7,3,1,0,0.8888888888888888,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
23,310,10,1,1,3505,1,18,2,3,2,2,0,2,0,1.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47,719,27,2,2,6397,4,12,8,2,5,4,1,3,1,0.625,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
34,304,2,3,4,6274,1,22,6,5,6,5,1,4,0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
55,725,2,3,4,19859,5,13,24,2,5,2,1,4,1,0.20833333333333334,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
36,1434,8,4,1,7587,1,15,10,1,10,7,0,9,0,1.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
52,715,19,4,4,4258,0,18,5,3,4,3,1,2,0,0.8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26,575,1,2,1,4364,3,14,5,2,2,2,2,0,0,0.4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,657,27,3,2,4335,4,12,11,3,8,7,1,1,0,0.7272727272727273,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1146,8,3,4,5326,6,17,6,2,4,3,1,2,1,0.6666666666666666,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
34,182,1,4,2,3280,2,16,10,2,4,2,1,3,0,0.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54,376,19,4,4,5485,9,11,9,4,5,3,1,4,0,0.5555555555555556,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
27,829,8,1,3,4342,0,19,5,3,4,2,1,1,0,0.8,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
37,571,10,1,4,2782,0,13,6,3,5,3,4,3,0,0.8333333333333334,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,240,2,4,1,5980,6,12,17,2,15,7,4,12,0,0.8823529411764706,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
34,121,2,4,3,4381,1,11,6,3,6,5,1,3,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,384,8,4,1,2572,1,16,3,1,3,2,0,2,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30,921,1,3,4,3833,3,21,7,2,2,2,0,2,0,0.2857142857142857,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
40,791,2,2,3,4244,1,24,8,2,8,7,3,7,0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,1111,8,2,3,6500,5,17,6,1,3,2,1,2,0,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42,570,8,3,2,18430,1,13,24,4,24,7,14,9,0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23,1243,6,3,3,1601,1,21,1,2,0,0,0,0,1,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
24,1092,9,3,3,2694,1,11,1,4,1,0,0,0,0,1.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
52,1325,11,4,4,3149,8,20,9,3,5,2,1,4,0,0.5555555555555556,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50,691,2,3,3,17639,5,16,30,3,4,3,0,3,0,0.13333333333333333,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29,805,1,2,2,2319,1,11,1,1,1,0,0,0,1,1.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
33,213,7,3,3,11691,0,11,14,3,13,9,3,7,0,0.9285714285714286,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33,118,16,3,1,5324,5,15,6,3,3,2,0,2,1,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,202,2,2,3,16752,1,11,26,3,26,14,3,0,0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
36,676,1,3,3,5228,0,15,10,2,9,7,0,5,0,0.9,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
29,1252,23,2,3,2700,1,24,10,3,10,7,0,7,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
58,286,2,4,4,19246,7,12,40,2,31,15,13,8,1,0.775,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
35,1258,1,4,4,2506,3,13,7,0,2,2,2,2,0,0.2857142857142857,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,932,1,2,4,6062,9,13,8,4,4,3,0,2,0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
28,890,2,4,3,4382,6,17,5,3,2,2,2,1,1,0.4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36,1041,13,3,3,2143,4,13,8,2,5,2,0,4,0,0.625,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
32,859,4,3,3,6162,1,12,14,3,14,13,6,8,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40,720,16,4,1,5094,6,14,10,6,1,0,0,0,0,0.1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
30,946,2,3,3,6877,5,24,12,4,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
45,252,2,3,2,2274,1,14,1,3,1,0,0,0,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42,933,29,3,2,4434,1,13,10,3,9,8,7,8,0,0.9,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
38,471,12,3,1,6288,2,15,13,3,4,3,1,2,0,0.3076923076923077,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,702,16,4,3,2553,1,16,6,3,5,2,1,3,0,0.8333333333333334,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49,1184,11,3,3,7654,1,18,9,3,9,8,7,7,1,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
55,436,2,1,3,5160,4,16,12,3,9,7,7,3,1,0.75,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
43,589,14,2,2,17159,6,24,22,3,4,1,1,0,0,0.18181818181818182,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
27,269,5,1,3,12808,1,16,9,3,9,8,0,8,0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
35,950,7,3,3,10221,3,21,17,3,8,5,1,6,0,0.47058823529411764,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
28,760,2,4,2,4779,1,20,8,2,8,7,7,5,0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,829,3,2,3,3737,0,19,4,1,3,2,0,2,0,0.75,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
26,887,5,2,3,2366,1,14,8,2,8,7,1,7,1,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
27,443,3,3,4,1706,1,11,0,6,0,0,0,0,0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
51,1318,26,4,1,16307,2,14,29,2,20,6,4,17,0,0.6896551724137931,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,625,4,3,4,5933,9,12,10,2,5,2,2,3,0,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25,180,2,1,1,3424,7,13,6,3,4,3,0,1,0,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,586,1,3,1,4037,1,22,9,5,9,8,0,8,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35,1343,27,1,3,2559,1,11,6,3,6,5,1,1,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,928,1,2,2,6201,1,14,18,1,18,14,4,11,0,1.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
32,117,13,4,2,4403,2,11,8,3,5,2,0,3,0,0.625,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,1012,5,4,2,3761,9,12,10,3,5,4,0,3,0,0.5,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
53,661,7,2,1,10934,7,18,35,3,5,2,0,4,0,0.14285714285714285,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
45,930,9,3,4,10761,4,12,18,2,5,4,0,2,0,0.2777777777777778,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
32,638,8,2,3,5175,5,12,9,3,5,3,1,3,0,0.5555555555555556,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,890,25,4,3,13826,3,22,31,3,9,8,0,0,0,0.2903225806451613,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37,342,16,4,4,6334,4,19,9,2,1,0,0,0,0,0.1111111111111111,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28,1169,8,2,2,4936,1,13,6,6,5,1,0,4,0,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22,1230,1,2,4,4775,6,22,4,2,2,2,2,2,0,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
44,986,8,4,1,2818,2,24,10,2,3,2,0,2,0,0.3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
42,1271,2,1,2,2515,5,14,8,2,2,1,2,2,0,0.25,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
36,1278,8,3,1,2342,0,21,6,3,5,4,0,3,0,0.8333333333333334,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
25,141,3,1,3,4194,1,18,5,3,5,3,0,3,0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
35,607,9,3,4,10685,1,20,17,2,17,14,5,15,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
35,130,25,4,4,2022,1,19,10,3,10,2,7,8,1,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,300,1,3,4,2314,0,12,4,2,3,0,0,2,0,0.75,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25,583,4,1,3,4256,1,12,5,1,5,2,0,3,0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
49,1418,1,3,3,3580,2,16,7,2,4,2,0,2,0,0.5714285714285714,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24,1269,4,1,1,3162,0,17,6,2,5,2,3,4,0,0.8333333333333334,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
32,379,5,2,2,6524,1,14,10,3,10,8,5,3,0,1.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,395,9,3,2,2899,0,19,3,3,2,2,1,2,0,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
42,1265,3,3,3,5231,2,13,17,1,5,3,1,3,0,0.29411764705882354,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
31,1222,11,4,4,2356,3,19,8,2,6,4,0,2,0,0.75,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
29,341,1,3,2,2800,6,19,5,3,3,2,0,2,1,0.6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53,868,8,3,1,11836,5,14,28,3,2,0,2,2,0,0.07142857142857142,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35,672,25,3,4,10903,3,16,16,2,13,10,4,8,0,0.8125,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
37,1231,21,2,3,2973,5,15,10,3,5,4,0,0,0,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
53,102,23,4,4,14275,6,18,33,0,12,9,3,8,0,0.36363636363636365,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,422,1,3,4,5562,4,13,12,2,5,2,2,2,0,0.4166666666666667,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,249,2,2,3,4537,0,22,8,2,7,6,7,7,0,0.875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
37,1252,19,2,1,7642,1,13,10,2,10,0,0,9,0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
50,881,2,4,1,17924,1,11,31,3,31,6,14,7,0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39,1383,2,3,4,5204,8,11,13,2,5,4,0,4,0,0.38461538461538464,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
33,1075,3,2,4,2277,3,11,7,4,4,3,0,3,0,0.5714285714285714,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
32,374,25,4,1,2795,1,24,1,2,1,0,0,1,1,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
29,1086,7,1,1,2532,6,14,8,5,4,3,0,3,0,0.5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,661,9,2,2,2559,1,13,8,0,8,7,7,1,0,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
28,821,5,4,1,4908,1,14,4,3,4,2,0,2,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
58,781,2,1,4,2380,9,14,3,3,1,0,0,0,1,0.3333333333333333,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
43,177,8,3,1,4765,4,21,4,2,1,0,0,0,0,0.25,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20,500,2,3,3,2044,1,13,2,3,2,2,0,2,1,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
21,1427,18,1,4,2693,1,19,1,3,1,0,0,0,1,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
36,1425,14,1,3,6586,0,17,17,2,16,8,4,11,0,0.9411764705882353,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
47,1454,2,4,4,3294,1,18,3,3,3,2,1,2,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
22,617,3,1,2,4171,0,19,4,3,3,2,0,2,1,0.75,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
41,1085,2,4,2,2778,4,13,10,1,7,7,1,0,1,0.7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,995,9,3,3,2377,5,18,6,2,2,2,2,2,0,0.3333333333333333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,1122,6,3,4,2404,7,21,8,2,2,2,2,2,1,0.25,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
27,618,4,3,2,2318,1,19,1,2,1,1,0,0,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,546,10,3,2,2008,1,14,1,3,1,0,1,0,0,1.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
42,462,14,2,3,6244,7,17,10,6,5,4,0,3,0,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,1198,1,4,3,2799,3,11,6,1,3,2,0,2,0,0.5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
58,1272,5,3,3,10552,2,13,24,3,6,0,0,4,0,0.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,154,7,4,2,2329,3,15,13,2,7,7,5,2,0,0.5384615384615384,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
35,1137,21,1,4,4014,1,25,10,2,10,6,0,7,0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
49,527,8,2,1,7403,4,11,29,3,26,9,1,7,0,0.896551724137931,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
48,1469,20,4,4,2259,4,17,13,2,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
31,1188,20,2,4,6932,1,13,9,2,9,8,0,0,0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
